onset1	nucleus1	coda1	onset2	nucleus2	coda2	shape	syllable.contact.code	transcription
t	ɪ	s	b	ʊ	n	CVC.CVC	-OVA	tɪsbʊn
t	ɪ	s	b	ʊ	p	CVC.CVC	-OVA	tɪsbʊp
t	ɪ	s	d	ʊ	m	CVC.CVC	-OVA	tɪsdʊm
t	ɪ	s	d	ʊ	n	CVC.CVC	-OVA	tɪsdʊn
t	ɪ	s	d	ʊ	ŋ	CVC.CVC	-OVA	tɪsdʊŋ
t	ɪ	s	d	ʊ	p	CVC.CVC	-OVA	tɪsdʊp
t	ɪ	s	d	ʊ	t	CVC.CVC	-OVA	tɪsdʊt
t	ɪ	s	d	ʊ	k	CVC.CVC	-OVA	tɪsdʊk
t	ɪ	s	g	ʊ	m	CVC.CVC	-OVA	tɪsgʊm
t	ɪ	s	g	ʊ	n	CVC.CVC	-OVA	tɪsgʊn
t	ɪ	s	g	ʊ	ŋ	CVC.CVC	-OVA	tɪsgʊŋ
t	ɪ	s	g	ʊ	t	CVC.CVC	-OVA	tɪsgʊt
t	ɪ	s	g	ʊ	k	CVC.CVC	-OVA	tɪsgʊk
b	ɪ	p	t	ʊ	m	CVC.CVC	+OVA	bɪptʊm
b	ɪ	p	t	ʊ	n	CVC.CVC	+OVA	bɪptʊn
b	ɪ	p	t	ʊ	ŋ	CVC.CVC	+OVA	bɪptʊŋ
b	ɪ	p	t	ʊ	s	CVC.CVC	+OVA	bɪptʊs
b	ɪ	p	k	ʊ	n	CVC.CVC	+OVA	bɪpkʊn
b	ɪ	p	k	ʊ	t	CVC.CVC	+OVA	bɪpkʊt
b	ɪ	p	k	ʊ	s	CVC.CVC	+OVA	bɪpkʊs
b	ɪ	p	d	ʊ	m	CVC.CVC	-OVA	bɪpdʊm
b	ɪ	p	d	ʊ	n	CVC.CVC	-OVA	bɪpdʊn
b	ɪ	p	d	ʊ	ŋ	CVC.CVC	-OVA	bɪpdʊŋ
b	ɪ	p	d	ʊ	t	CVC.CVC	-OVA	bɪpdʊt
b	ɪ	p	d	ʊ	k	CVC.CVC	-OVA	bɪpdʊk
b	ɪ	p	d	ʊ	s	CVC.CVC	-OVA	bɪpdʊs
b	ɪ	p	g	ʊ	m	CVC.CVC	-OVA	bɪpgʊm
b	ɪ	p	g	ʊ	n	CVC.CVC	-OVA	bɪpgʊn
b	ɪ	p	g	ʊ	ŋ	CVC.CVC	-OVA	bɪpgʊŋ
b	ɪ	p	g	ʊ	t	CVC.CVC	-OVA	bɪpgʊt
b	ɪ	p	g	ʊ	k	CVC.CVC	-OVA	bɪpgʊk
b	ɪ	p	g	ʊ	s	CVC.CVC	-OVA	bɪpgʊs
b	ɪ	p	s	ʊ	m	CVC.CVC	+OVA	bɪpsʊm
b	ɪ	p	s	ʊ	n	CVC.CVC	+OVA	bɪpsʊn
b	ɪ	p	s	ʊ	ŋ	CVC.CVC	+OVA	bɪpsʊŋ
b	ɪ	p	s	ʊ	s	CVC.CVC	+OVA	bɪpsʊs
d	ɪ	ŋ	p	ʊ	m	CVC.CVC	-NPA	dɪŋpʊm
d	ɪ	ŋ	p	ʊ	n	CVC.CVC	-NPA	dɪŋpʊn
d	ɪ	ŋ	p	ʊ	p	CVC.CVC	-NPA	dɪŋpʊp
d	ɪ	ŋ	p	ʊ	k	CVC.CVC	-NPA	dɪŋpʊk
d	ɪ	ŋ	t	ʊ	m	CVC.CVC	-NPA	dɪŋtʊm
d	ɪ	ŋ	t	ʊ	n	CVC.CVC	-NPA	dɪŋtʊn
d	ɪ	ŋ	t	ʊ	s	CVC.CVC	-NPA	dɪŋtʊs
d	ɪ	ŋ	k	ʊ	n	CVC.CVC	+NPA	dɪŋkʊn
d	ɪ	ŋ	k	ʊ	p	CVC.CVC	+NPA	dɪŋkʊp
d	ɪ	ŋ	k	ʊ	t	CVC.CVC	+NPA	dɪŋkʊt
d	ɪ	ŋ	k	ʊ	s	CVC.CVC	+NPA	dɪŋkʊs
d	ɪ	ŋ	b	ʊ	m	CVC.CVC	-NPA	dɪŋbʊm
d	ɪ	ŋ	b	ʊ	n	CVC.CVC	-NPA	dɪŋbʊn
d	ɪ	ŋ	b	ʊ	p	CVC.CVC	-NPA	dɪŋbʊp
d	ɪ	ŋ	g	ʊ	m	CVC.CVC	+NPA	dɪŋgʊm
d	ɪ	ŋ	g	ʊ	n	CVC.CVC	+NPA	dɪŋgʊn
d	ɪ	ŋ	g	ʊ	t	CVC.CVC	+NPA	dɪŋgʊt
d	ɪ	ŋ	g	ʊ	k	CVC.CVC	+NPA	dɪŋgʊk
d	ɪ	ŋ	g	ʊ	s	CVC.CVC	+NPA	dɪŋgʊs
d	ɪ	ŋ	s	ʊ	m	CVC.CVC	-NPA	dɪŋsʊm
d	ɪ	ŋ	s	ʊ	n	CVC.CVC	-NPA	dɪŋsʊn
d	ɪ	ŋ	s	ʊ	p	CVC.CVC	-NPA	dɪŋsʊp
d	ɪ	ŋ	s	ʊ	s	CVC.CVC	-NPA	dɪŋsʊs
g	ɪ	m	p	ʊ	n	CVC.CVC	+NPA	gɪmpʊn
g	ɪ	m	p	ʊ	ŋ	CVC.CVC	+NPA	gɪmpʊŋ
g	ɪ	m	p	ʊ	p	CVC.CVC	+NPA	gɪmpʊp
g	ɪ	m	p	ʊ	k	CVC.CVC	+NPA	gɪmpʊk
g	ɪ	m	t	ʊ	n	CVC.CVC	-NPA	gɪmtʊn
g	ɪ	m	t	ʊ	ŋ	CVC.CVC	-NPA	gɪmtʊŋ
g	ɪ	m	t	ʊ	s	CVC.CVC	-NPA	gɪmtʊs
g	ɪ	m	k	ʊ	n	CVC.CVC	-NPA	gɪmkʊn
g	ɪ	m	k	ʊ	p	CVC.CVC	-NPA	gɪmkʊp
g	ɪ	m	k	ʊ	t	CVC.CVC	-NPA	gɪmkʊt
g	ɪ	m	k	ʊ	s	CVC.CVC	-NPA	gɪmkʊs
g	ɪ	m	b	ʊ	n	CVC.CVC	+NPA	gɪmbʊn
g	ɪ	m	b	ʊ	p	CVC.CVC	+NPA	gɪmbʊp
g	ɪ	m	d	ʊ	n	CVC.CVC	-NPA	gɪmdʊn
g	ɪ	m	d	ʊ	ŋ	CVC.CVC	-NPA	gɪmdʊŋ
g	ɪ	m	d	ʊ	p	CVC.CVC	-NPA	gɪmdʊp
g	ɪ	m	d	ʊ	t	CVC.CVC	-NPA	gɪmdʊt
g	ɪ	m	d	ʊ	k	CVC.CVC	-NPA	gɪmdʊk
g	ɪ	m	d	ʊ	s	CVC.CVC	-NPA	gɪmdʊs
g	ɪ	m	s	ʊ	n	CVC.CVC	-NPA	gɪmsʊn
g	ɪ	m	s	ʊ	ŋ	CVC.CVC	-NPA	gɪmsʊŋ
g	ɪ	m	s	ʊ	p	CVC.CVC	-NPA	gɪmsʊp
g	ɪ	m	s	ʊ	s	CVC.CVC	-NPA	gɪmsʊs
g	ɪ	n	p	ʊ	m	CVC.CVC	-NPA	gɪnpʊm
g	ɪ	n	p	ʊ	ŋ	CVC.CVC	-NPA	gɪnpʊŋ
g	ɪ	n	p	ʊ	p	CVC.CVC	-NPA	gɪnpʊp
g	ɪ	n	p	ʊ	k	CVC.CVC	-NPA	gɪnpʊk
g	ɪ	n	t	ʊ	m	CVC.CVC	+NPA	gɪntʊm
g	ɪ	n	t	ʊ	ŋ	CVC.CVC	+NPA	gɪntʊŋ
g	ɪ	n	t	ʊ	s	CVC.CVC	+NPA	gɪntʊs
g	ɪ	n	b	ʊ	m	CVC.CVC	-NPA	gɪnbʊm
g	ɪ	n	b	ʊ	p	CVC.CVC	-NPA	gɪnbʊp
g	ɪ	n	d	ʊ	m	CVC.CVC	+NPA	gɪndʊm
g	ɪ	n	d	ʊ	ŋ	CVC.CVC	+NPA	gɪndʊŋ
g	ɪ	n	d	ʊ	p	CVC.CVC	+NPA	gɪndʊp
g	ɪ	n	d	ʊ	t	CVC.CVC	+NPA	gɪndʊt
g	ɪ	n	d	ʊ	k	CVC.CVC	+NPA	gɪndʊk
g	ɪ	n	d	ʊ	s	CVC.CVC	+NPA	gɪndʊs
g	ɪ	n	s	ʊ	m	CVC.CVC	+NPA	gɪnsʊm
g	ɪ	n	s	ʊ	ŋ	CVC.CVC	+NPA	gɪnsʊŋ
g	ɪ	n	s	ʊ	p	CVC.CVC	+NPA	gɪnsʊp
g	ɪ	n	s	ʊ	s	CVC.CVC	+NPA	gɪnsʊs
g	ɪ	ŋ	p	ʊ	m	CVC.CVC	-NPA	gɪŋpʊm
g	ɪ	ŋ	p	ʊ	n	CVC.CVC	-NPA	gɪŋpʊn
g	ɪ	ŋ	p	ʊ	p	CVC.CVC	-NPA	gɪŋpʊp
g	ɪ	ŋ	p	ʊ	k	CVC.CVC	-NPA	gɪŋpʊk
g	ɪ	ŋ	t	ʊ	m	CVC.CVC	-NPA	gɪŋtʊm
g	ɪ	ŋ	t	ʊ	n	CVC.CVC	-NPA	gɪŋtʊn
g	ɪ	ŋ	t	ʊ	s	CVC.CVC	-NPA	gɪŋtʊs
g	ɪ	ŋ	k	ʊ	n	CVC.CVC	+NPA	gɪŋkʊn
g	ɪ	ŋ	k	ʊ	p	CVC.CVC	+NPA	gɪŋkʊp
g	ɪ	ŋ	k	ʊ	t	CVC.CVC	+NPA	gɪŋkʊt
g	ɪ	ŋ	k	ʊ	s	CVC.CVC	+NPA	gɪŋkʊs
g	ɪ	ŋ	b	ʊ	m	CVC.CVC	-NPA	gɪŋbʊm
g	ɪ	ŋ	b	ʊ	n	CVC.CVC	-NPA	gɪŋbʊn
g	ɪ	ŋ	b	ʊ	p	CVC.CVC	-NPA	gɪŋbʊp
g	ɪ	ŋ	d	ʊ	m	CVC.CVC	-NPA	gɪŋdʊm
g	ɪ	ŋ	d	ʊ	n	CVC.CVC	-NPA	gɪŋdʊn
g	ɪ	ŋ	d	ʊ	p	CVC.CVC	-NPA	gɪŋdʊp
g	ɪ	ŋ	d	ʊ	t	CVC.CVC	-NPA	gɪŋdʊt
g	ɪ	ŋ	d	ʊ	k	CVC.CVC	-NPA	gɪŋdʊk
g	ɪ	ŋ	d	ʊ	s	CVC.CVC	-NPA	gɪŋdʊs
g	ɪ	ŋ	s	ʊ	m	CVC.CVC	-NPA	gɪŋsʊm
g	ɪ	ŋ	s	ʊ	n	CVC.CVC	-NPA	gɪŋsʊn
g	ɪ	ŋ	s	ʊ	p	CVC.CVC	-NPA	gɪŋsʊp
g	ɪ	ŋ	s	ʊ	s	CVC.CVC	-NPA	gɪŋsʊs
g	ɪ	p	t	ʊ	m	CVC.CVC	+OVA	gɪptʊm
g	ɪ	p	t	ʊ	n	CVC.CVC	+OVA	gɪptʊn
g	ɪ	p	t	ʊ	ŋ	CVC.CVC	+OVA	gɪptʊŋ
g	ɪ	p	t	ʊ	s	CVC.CVC	+OVA	gɪptʊs
g	ɪ	p	k	ʊ	n	CVC.CVC	+OVA	gɪpkʊn
g	ɪ	p	k	ʊ	t	CVC.CVC	+OVA	gɪpkʊt
g	ɪ	p	k	ʊ	s	CVC.CVC	+OVA	gɪpkʊs
g	ɪ	p	b	ʊ	m	CVC.CVC	-OVA	gɪpbʊm
g	ɪ	p	b	ʊ	n	CVC.CVC	-OVA	gɪpbʊn
g	ɪ	p	d	ʊ	m	CVC.CVC	-OVA	gɪpdʊm
g	ɪ	p	d	ʊ	n	CVC.CVC	-OVA	gɪpdʊn
g	ɪ	p	d	ʊ	ŋ	CVC.CVC	-OVA	gɪpdʊŋ
g	ɪ	p	d	ʊ	t	CVC.CVC	-OVA	gɪpdʊt
g	ɪ	p	d	ʊ	k	CVC.CVC	-OVA	gɪpdʊk
g	ɪ	p	d	ʊ	s	CVC.CVC	-OVA	gɪpdʊs
g	ɪ	p	s	ʊ	m	CVC.CVC	+OVA	gɪpsʊm
g	ɪ	p	s	ʊ	n	CVC.CVC	+OVA	gɪpsʊn
g	ɪ	p	s	ʊ	ŋ	CVC.CVC	+OVA	gɪpsʊŋ
g	ɪ	t	p	ʊ	m	CVC.CVC	+OVA	gɪtpʊm
g	ɪ	t	p	ʊ	n	CVC.CVC	+OVA	gɪtpʊn
g	ɪ	t	p	ʊ	ŋ	CVC.CVC	+OVA	gɪtpʊŋ
g	ɪ	t	p	ʊ	p	CVC.CVC	+OVA	gɪtpʊp
g	ɪ	t	p	ʊ	k	CVC.CVC	+OVA	gɪtpʊk
g	ɪ	t	k	ʊ	n	CVC.CVC	+OVA	gɪtkʊn
g	ɪ	t	k	ʊ	p	CVC.CVC	+OVA	gɪtkʊp
g	ɪ	t	k	ʊ	s	CVC.CVC	+OVA	gɪtkʊs
g	ɪ	t	b	ʊ	m	CVC.CVC	-OVA	gɪtbʊm
g	ɪ	t	b	ʊ	n	CVC.CVC	-OVA	gɪtbʊn
g	ɪ	t	b	ʊ	p	CVC.CVC	-OVA	gɪtbʊp
g	ɪ	t	d	ʊ	m	CVC.CVC	-OVA	gɪtdʊm
g	ɪ	t	d	ʊ	n	CVC.CVC	-OVA	gɪtdʊn
g	ɪ	t	d	ʊ	ŋ	CVC.CVC	-OVA	gɪtdʊŋ
g	ɪ	t	d	ʊ	p	CVC.CVC	-OVA	gɪtdʊp
g	ɪ	t	d	ʊ	k	CVC.CVC	-OVA	gɪtdʊk
g	ɪ	t	d	ʊ	s	CVC.CVC	-OVA	gɪtdʊs
g	ɪ	t	s	ʊ	m	CVC.CVC	+OVA	gɪtsʊm
g	ɪ	t	s	ʊ	n	CVC.CVC	+OVA	gɪtsʊn
g	ɪ	t	s	ʊ	ŋ	CVC.CVC	+OVA	gɪtsʊŋ
g	ɪ	t	s	ʊ	p	CVC.CVC	+OVA	gɪtsʊp
g	ɪ	t	s	ʊ	s	CVC.CVC	+OVA	gɪtsʊs
g	ɪ	k	p	ʊ	m	CVC.CVC	+OVA	gɪkpʊm
g	ɪ	k	p	ʊ	n	CVC.CVC	+OVA	gɪkpʊn
g	ɪ	k	p	ʊ	ŋ	CVC.CVC	+OVA	gɪkpʊŋ
g	ɪ	k	p	ʊ	p	CVC.CVC	+OVA	gɪkpʊp
g	ɪ	k	t	ʊ	m	CVC.CVC	+OVA	gɪktʊm
g	ɪ	k	t	ʊ	n	CVC.CVC	+OVA	gɪktʊn
g	ɪ	k	t	ʊ	ŋ	CVC.CVC	+OVA	gɪktʊŋ
g	ɪ	k	t	ʊ	s	CVC.CVC	+OVA	gɪktʊs
g	ɪ	k	b	ʊ	m	CVC.CVC	-OVA	gɪkbʊm
g	ɪ	k	b	ʊ	n	CVC.CVC	-OVA	gɪkbʊn
g	ɪ	k	b	ʊ	p	CVC.CVC	-OVA	gɪkbʊp
g	ɪ	k	d	ʊ	m	CVC.CVC	-OVA	gɪkdʊm
g	ɪ	k	d	ʊ	n	CVC.CVC	-OVA	gɪkdʊn
g	ɪ	k	d	ʊ	ŋ	CVC.CVC	-OVA	gɪkdʊŋ
g	ɪ	k	d	ʊ	p	CVC.CVC	-OVA	gɪkdʊp
g	ɪ	k	d	ʊ	t	CVC.CVC	-OVA	gɪkdʊt
g	ɪ	k	d	ʊ	s	CVC.CVC	-OVA	gɪkdʊs
g	ɪ	k	s	ʊ	m	CVC.CVC	+OVA	gɪksʊm
g	ɪ	k	s	ʊ	n	CVC.CVC	+OVA	gɪksʊn
g	ɪ	k	s	ʊ	ŋ	CVC.CVC	+OVA	gɪksʊŋ
g	ɪ	k	s	ʊ	p	CVC.CVC	+OVA	gɪksʊp
g	ɪ	k	s	ʊ	s	CVC.CVC	+OVA	gɪksʊs
g	ɪ	s	p	ʊ	m	CVC.CVC	+OVA	gɪspʊm
g	ɪ	s	p	ʊ	n	CVC.CVC	+OVA	gɪspʊn
g	ɪ	s	p	ʊ	ŋ	CVC.CVC	+OVA	gɪspʊŋ
g	ɪ	s	p	ʊ	p	CVC.CVC	+OVA	gɪspʊp
g	ɪ	s	p	ʊ	k	CVC.CVC	+OVA	gɪspʊk
g	ɪ	s	t	ʊ	n	CVC.CVC	+OVA	gɪstʊn
g	ɪ	s	t	ʊ	ŋ	CVC.CVC	+OVA	gɪstʊŋ
g	ɪ	s	k	ʊ	n	CVC.CVC	+OVA	gɪskʊn
g	ɪ	s	k	ʊ	p	CVC.CVC	+OVA	gɪskʊp
g	ɪ	s	k	ʊ	t	CVC.CVC	+OVA	gɪskʊt
g	ɪ	s	b	ʊ	m	CVC.CVC	-OVA	gɪsbʊm
g	ɪ	s	b	ʊ	n	CVC.CVC	-OVA	gɪsbʊn
g	ɪ	s	b	ʊ	p	CVC.CVC	-OVA	gɪsbʊp
g	ɪ	s	d	ʊ	m	CVC.CVC	-OVA	gɪsdʊm
g	ɪ	s	d	ʊ	n	CVC.CVC	-OVA	gɪsdʊn
g	ɪ	s	d	ʊ	ŋ	CVC.CVC	-OVA	gɪsdʊŋ
g	ɪ	s	d	ʊ	p	CVC.CVC	-OVA	gɪsdʊp
g	ɪ	s	d	ʊ	t	CVC.CVC	-OVA	gɪsdʊt
g	ɪ	s	d	ʊ	k	CVC.CVC	-OVA	gɪsdʊk
m	ɪ	p	t	ʊ	m	CVC.CVC	+OVA	mɪptʊm
m	ɪ	p	t	ʊ	n	CVC.CVC	+OVA	mɪptʊn
m	ɪ	p	t	ʊ	ŋ	CVC.CVC	+OVA	mɪptʊŋ
m	ɪ	p	t	ʊ	s	CVC.CVC	+OVA	mɪptʊs
m	ɪ	p	k	ʊ	n	CVC.CVC	+OVA	mɪpkʊn
m	ɪ	p	k	ʊ	t	CVC.CVC	+OVA	mɪpkʊt
m	ɪ	p	k	ʊ	s	CVC.CVC	+OVA	mɪpkʊs
m	ɪ	p	b	ʊ	m	CVC.CVC	-OVA	mɪpbʊm
m	ɪ	p	b	ʊ	n	CVC.CVC	-OVA	mɪpbʊn
m	ɪ	p	d	ʊ	m	CVC.CVC	-OVA	mɪpdʊm
m	ɪ	p	d	ʊ	n	CVC.CVC	-OVA	mɪpdʊn
m	ɪ	p	d	ʊ	ŋ	CVC.CVC	-OVA	mɪpdʊŋ
m	ɪ	p	d	ʊ	t	CVC.CVC	-OVA	mɪpdʊt
m	ɪ	p	d	ʊ	k	CVC.CVC	-OVA	mɪpdʊk
m	ɪ	p	d	ʊ	s	CVC.CVC	-OVA	mɪpdʊs
m	ɪ	p	g	ʊ	m	CVC.CVC	-OVA	mɪpgʊm
m	ɪ	p	g	ʊ	n	CVC.CVC	-OVA	mɪpgʊn
m	ɪ	p	g	ʊ	ŋ	CVC.CVC	-OVA	mɪpgʊŋ
m	ɪ	p	g	ʊ	t	CVC.CVC	-OVA	mɪpgʊt
m	ɪ	p	g	ʊ	k	CVC.CVC	-OVA	mɪpgʊk
m	ɪ	p	g	ʊ	s	CVC.CVC	-OVA	mɪpgʊs
m	ɪ	p	s	ʊ	m	CVC.CVC	+OVA	mɪpsʊm
m	ɪ	p	s	ʊ	n	CVC.CVC	+OVA	mɪpsʊn
m	ɪ	p	s	ʊ	ŋ	CVC.CVC	+OVA	mɪpsʊŋ
m	ɪ	p	s	ʊ	s	CVC.CVC	+OVA	mɪpsʊs
n	ɪ	ŋ	p	ʊ	n	CVC.CVC	-NPA	nɪŋpʊn
n	ɪ	ŋ	p	ʊ	p	CVC.CVC	-NPA	nɪŋpʊp
n	ɪ	ŋ	p	ʊ	k	CVC.CVC	-NPA	nɪŋpʊk
n	ɪ	ŋ	t	ʊ	m	CVC.CVC	-NPA	nɪŋtʊm
n	ɪ	ŋ	t	ʊ	n	CVC.CVC	-NPA	nɪŋtʊn
n	ɪ	ŋ	t	ʊ	s	CVC.CVC	-NPA	nɪŋtʊs
n	ɪ	ŋ	k	ʊ	n	CVC.CVC	+NPA	nɪŋkʊn
n	ɪ	ŋ	k	ʊ	p	CVC.CVC	+NPA	nɪŋkʊp
n	ɪ	ŋ	k	ʊ	t	CVC.CVC	+NPA	nɪŋkʊt
n	ɪ	ŋ	k	ʊ	s	CVC.CVC	+NPA	nɪŋkʊs
n	ɪ	ŋ	b	ʊ	m	CVC.CVC	-NPA	nɪŋbʊm
n	ɪ	ŋ	b	ʊ	n	CVC.CVC	-NPA	nɪŋbʊn
n	ɪ	ŋ	b	ʊ	p	CVC.CVC	-NPA	nɪŋbʊp
n	ɪ	ŋ	d	ʊ	m	CVC.CVC	-NPA	nɪŋdʊm
n	ɪ	ŋ	d	ʊ	n	CVC.CVC	-NPA	nɪŋdʊn
n	ɪ	ŋ	d	ʊ	p	CVC.CVC	-NPA	nɪŋdʊp
n	ɪ	ŋ	d	ʊ	t	CVC.CVC	-NPA	nɪŋdʊt
n	ɪ	ŋ	d	ʊ	k	CVC.CVC	-NPA	nɪŋdʊk
n	ɪ	ŋ	d	ʊ	s	CVC.CVC	-NPA	nɪŋdʊs
n	ɪ	ŋ	g	ʊ	m	CVC.CVC	+NPA	nɪŋgʊm
n	ɪ	ŋ	g	ʊ	n	CVC.CVC	+NPA	nɪŋgʊn
n	ɪ	ŋ	g	ʊ	t	CVC.CVC	+NPA	nɪŋgʊt
n	ɪ	ŋ	g	ʊ	k	CVC.CVC	+NPA	nɪŋgʊk
n	ɪ	ŋ	g	ʊ	s	CVC.CVC	+NPA	nɪŋgʊs
n	ɪ	ŋ	s	ʊ	m	CVC.CVC	-NPA	nɪŋsʊm
n	ɪ	ŋ	s	ʊ	n	CVC.CVC	-NPA	nɪŋsʊn
n	ɪ	ŋ	s	ʊ	p	CVC.CVC	-NPA	nɪŋsʊp
n	ɪ	ŋ	s	ʊ	s	CVC.CVC	-NPA	nɪŋsʊs
n	ɪ	s	p	ʊ	m	CVC.CVC	+OVA	nɪspʊm
n	ɪ	s	p	ʊ	n	CVC.CVC	+OVA	nɪspʊn
n	ɪ	s	p	ʊ	ŋ	CVC.CVC	+OVA	nɪspʊŋ
n	ɪ	s	p	ʊ	p	CVC.CVC	+OVA	nɪspʊp
n	ɪ	s	p	ʊ	k	CVC.CVC	+OVA	nɪspʊk
n	ɪ	s	t	ʊ	m	CVC.CVC	+OVA	nɪstʊm
n	ɪ	s	t	ʊ	n	CVC.CVC	+OVA	nɪstʊn
n	ɪ	s	t	ʊ	ŋ	CVC.CVC	+OVA	nɪstʊŋ
n	ɪ	s	k	ʊ	n	CVC.CVC	+OVA	nɪskʊn
n	ɪ	s	k	ʊ	p	CVC.CVC	+OVA	nɪskʊp
n	ɪ	s	k	ʊ	t	CVC.CVC	+OVA	nɪskʊt
n	ɪ	s	b	ʊ	m	CVC.CVC	-OVA	nɪsbʊm
n	ɪ	s	b	ʊ	n	CVC.CVC	-OVA	nɪsbʊn
n	ɪ	s	b	ʊ	p	CVC.CVC	-OVA	nɪsbʊp
n	ɪ	s	d	ʊ	m	CVC.CVC	-OVA	nɪsdʊm
n	ɪ	s	d	ʊ	n	CVC.CVC	-OVA	nɪsdʊn
n	ɪ	s	d	ʊ	ŋ	CVC.CVC	-OVA	nɪsdʊŋ
n	ɪ	s	d	ʊ	p	CVC.CVC	-OVA	nɪsdʊp
n	ɪ	s	d	ʊ	t	CVC.CVC	-OVA	nɪsdʊt
n	ɪ	s	d	ʊ	k	CVC.CVC	-OVA	nɪsdʊk
n	ɪ	s	g	ʊ	m	CVC.CVC	-OVA	nɪsgʊm
n	ɪ	s	g	ʊ	n	CVC.CVC	-OVA	nɪsgʊn
n	ɪ	s	g	ʊ	ŋ	CVC.CVC	-OVA	nɪsgʊŋ
n	ɪ	s	g	ʊ	t	CVC.CVC	-OVA	nɪsgʊt
n	ɪ	s	g	ʊ	k	CVC.CVC	-OVA	nɪsgʊk
tl	ɪ	m	p	ʊ	n	TlVC.CVC	+NPA	tlɪmpʊn
tl	ɪ	m	p	ʊ	ŋ	TlVC.CVC	+NPA	tlɪmpʊŋ
tl	ɪ	m	p	ʊ	p	TlVC.CVC	+NPA	tlɪmpʊp
tl	ɪ	m	p	ʊ	k	TlVC.CVC	+NPA	tlɪmpʊk
tl	ɪ	m	k	ʊ	n	TlVC.CVC	-NPA	tlɪmkʊn
tl	ɪ	m	k	ʊ	p	TlVC.CVC	-NPA	tlɪmkʊp
tl	ɪ	m	k	ʊ	t	TlVC.CVC	-NPA	tlɪmkʊt
tl	ɪ	m	k	ʊ	s	TlVC.CVC	-NPA	tlɪmkʊs
tl	ɪ	m	b	ʊ	n	TlVC.CVC	+NPA	tlɪmbʊn
tl	ɪ	m	b	ʊ	p	TlVC.CVC	+NPA	tlɪmbʊp
tl	ɪ	m	d	ʊ	n	TlVC.CVC	-NPA	tlɪmdʊn
tl	ɪ	m	d	ʊ	ŋ	TlVC.CVC	-NPA	tlɪmdʊŋ
tl	ɪ	m	d	ʊ	p	TlVC.CVC	-NPA	tlɪmdʊp
tl	ɪ	m	d	ʊ	t	TlVC.CVC	-NPA	tlɪmdʊt
tl	ɪ	m	d	ʊ	k	TlVC.CVC	-NPA	tlɪmdʊk
tl	ɪ	m	d	ʊ	s	TlVC.CVC	-NPA	tlɪmdʊs
tl	ɪ	m	g	ʊ	n	TlVC.CVC	-NPA	tlɪmgʊn
tl	ɪ	m	g	ʊ	ŋ	TlVC.CVC	-NPA	tlɪmgʊŋ
